DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
19-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,165",injection,WI
20-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,000",injection,WI
21-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,749",injection,WI
22-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,920",injection,WI
23-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,043",injection,WI
24-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,060",injection,WI
25-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,856",injection,WI
26-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,22.17,,,,,,,,,0.00,,,,"7,787",injection,WI
27-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,618",injection,WI
28-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,609",injection,WI
29-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,605",injection,WI
30-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,628",injection,WI
31-Jan-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,683",injection,WI
01-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,676",injection,WI
02-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,693",injection,WI
03-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,753",injection,WI
04-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,746",injection,WI
05-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,693",injection,WI
06-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,681",injection,WI
07-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,624",injection,WI
08-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,654",injection,WI
09-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,019",injection,WI
10-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,139",injection,WI
11-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,129",injection,WI
12-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,517",injection,WI
13-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"3,044",injection,WI
14-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,13.59,,,,,,,,,0.00,,,,"3,404",injection,WI
15-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,10.33,,,,,,,,,0.00,,,,"2,750",injection,WI
16-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,331",injection,WI
17-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,549",injection,WI
18-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,19.83,,,,,,,,,0.00,,,,"8,064",injection,WI
19-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,494",injection,WI
20-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,635",injection,WI
21-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,128",injection,WI
22-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,547",injection,WI
23-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,20.50,,,,,,,,,0.00,,,,"7,835",injection,WI
24-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,913",injection,WI
25-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,18.50,,,,,,,,,0.00,,,,"8,609",injection,WI
26-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,14.19,,,,,,,,,0.00,,,,"6,560",injection,WI
27-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,18.48,,,,,,,,,0.00,,,,"4,053",injection,WI
28-Feb-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0,injection,WI
01-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
02-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
03-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
04-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
05-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
06-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,13.17,,,,,,,,,0.00,,,,"2,661",injection,WI
07-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
08-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,15.84,,,,,,,,,0.00,,,,"5,093",injection,WI
09-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,180",injection,WI
10-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"4,154",injection,WI
11-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,23.50,,,,,,,,,0.00,,,,"4,168",injection,WI
12-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,15.50,,,,,,,,,0.00,,,,"2,918",injection,WI
13-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,800",injection,WI
14-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,818",injection,WI
15-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,722",injection,WI
16-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,471",injection,WI
17-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,073",injection,WI
18-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"4,709",injection,WI
19-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"4,880",injection,WI
20-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"4,943",injection,WI
21-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"4,955",injection,WI
22-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"5,037",injection,WI
23-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,709",injection,WI
24-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,421",injection,WI
25-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,397",injection,WI
26-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,608",injection,WI
27-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,755",injection,WI
28-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,23.00,,,,,,,,,0.00,,,,"8,062",injection,WI
29-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,219",injection,WI
30-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,110",injection,WI
31-Mar-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,091",injection,WI
01-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,12.00,,,,,,,,,0.00,,,,"1,545",injection,WI
02-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,745",injection,WI
03-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,22.67,,,,,,,,,0.00,,,,"7,718",injection,WI
04-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,509",injection,WI
05-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,514",injection,WI
06-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,329",injection,WI
07-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,645",injection,WI
08-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,651",injection,WI
09-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"5,596",injection,WI
10-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"4,655",injection,WI
11-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,21.00,,,,,,,,,0.00,,,,"4,186",injection,WI
12-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,10.50,,,,,,,,,0.00,,,,"2,219",injection,WI
13-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
14-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
15-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
16-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
17-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
18-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
19-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,0,injection,WI
20-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
21-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
22-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,,,,,,,,,0.00,,,,,injection,WI
23-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,23.23,,,,,,,,,0.00,,,,"7,889",injection,WI
24-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,845",injection,WI
25-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,902",injection,WI
26-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,404",injection,WI
27-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"9,345",injection,WI
28-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,830",injection,WI
29-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,130",injection,WI
30-Apr-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,525",injection,WI
01-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,696",injection,WI
02-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,712",injection,WI
03-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,892",injection,WI
04-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,281",injection,WI
05-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,667",injection,WI
06-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,998",injection,WI
07-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,406",injection,WI
08-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,205",injection,WI
09-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,196",injection,WI
10-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,162",injection,WI
11-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,305",injection,WI
12-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,435",injection,WI
13-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,843",injection,WI
14-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,199",injection,WI
15-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,528",injection,WI
16-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,554",injection,WI
17-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,825",injection,WI
18-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,901",injection,WI
19-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,763",injection,WI
20-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,646",injection,WI
21-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,695",injection,WI
22-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,796",injection,WI
23-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,763",injection,WI
24-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,678",injection,WI
25-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,579",injection,WI
26-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,194",injection,WI
27-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,202",injection,WI
28-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,693",injection,WI
29-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,739",injection,WI
30-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,899",injection,WI
31-May-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,762",injection,WI
01-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,486",injection,WI
02-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,106",injection,WI
03-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,117",injection,WI
04-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,297",injection,WI
05-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,567",injection,WI
06-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"8,138",injection,WI
07-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,956",injection,WI
08-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,214",injection,WI
09-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,428",injection,WI
10-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,371",injection,WI
11-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,080",injection,WI
12-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,263",injection,WI
13-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,451",injection,WI
14-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,137",injection,WI
15-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"6,832",injection,WI
16-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,173",injection,WI
17-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,378",injection,WI
18-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,226",injection,WI
19-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,20.67,,,,,,,,,0.00,,,,"5,499",injection,WI
20-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,380",injection,WI
21-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,486",injection,WI
22-Jun-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,,,,,,,,,0.00,,,,"7,077",injection,WI
